ID,Amount.Requested,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance
103315,3600,12.87%,36 months,3.40%,RENT,2000,705,8,2650
22700,1900,7.29%,36 months,23.05%,RENT,2208.33,725,11,8508
51163,22500,7.90%,36 months,19.93%,OWN,5208.33,755,5,22876
27554,12000,8.49%,60 months,11.03%,MORTGAGE,4425.17,780,9,14816
34472,15000,12.69%,60 months,15.80%,MORTGAGE,4500,730,17,18592
93022,32000,17.27%,36 months,9.96%,MORTGAGE,19166.67,705,8,66885
49403,24000,24.20%,60 months,20.77%,RENT,4583.33,665,13,28399
78078,5500,15.80%,36 months,20.18%,RENT,5416.67,670,13,13079
14052,7300,7.88%,36 months,11.78%,RENT,3090.5,735,5,13459
44471,25000,13.11%,60 months,28.15%,RENT,7250,740,14,19598
76696,4575,11.14%,36 months,21.33%,OWN,1280,690,8,9484
7518,10000,14.96%,36 months,16.42%,MORTGAGE,3416.67,685,24,16591
37177,20000,15.96%,60 months,23.54%,MORTGAGE,5000,705,10,20062
93253,11100,11.14%,36 months,29.55%,MORTGAGE,4000,715,10,13410
55625,17000,10.74%,60 months,11.12%,MORTGAGE,4166.67,760,10,19020
55934,12000,13.67%,36 months,17.05%,RENT,2000,675,6,7552
50756,24000,12.12%,36 months,22.66%,RENT,8750,715,12,29683
90712,7000,17.77%,36 months,8.02%,RENT,6000,690,5,6623
82079,10000,12.12%,36 months,20.16%,RENT,5833.33,695,16,25687
47958,14000,6.62%,36 months,28.82%,RENT,4250,745,16,1850
77601,3250,7.62%,36 months,3.12%,RENT,2083.33,745,6,2114
82780,18000,11.14%,36 months,11.81%,RENT,5100,715,8,17139
67401,19500,21.00%,36 months,26.84%,MORTGAGE,5125,660,11,29033
35797,5000,6.03%,36 months,29.86%,OWN,2083.33,785,12,22141
34240,20000,17.58%,60 months,18.45%,RENT,4250,700,10,11805
24846,6000,13.49%,36 months,19.68%,RENT,7500,680,6,6686
63299,14300,14.09%,36 months,21.74%,MORTGAGE,7750,695,11,25213
60580,12800,12.12%,36 months,10.10%,MORTGAGE,5000,690,9,33085
68850,3000,7.90%,36 months,17.58%,RENT,3458.33,720,.,2999
72217,25000,13.11%,36 months,18.36%,MORTGAGE,14166.67,705,21,96169
55800,18000,12.12%,36 months,22.34%,RENT,4583.33,700,13,17868
86233,9750,15.31%,36 months,14.13%,OWN,2518.67,665,7,13209
39482,5000,12.42%,36 months,23.84%,RENT,2500,695,8,7980
45494,4000,13.11%,36 months,22.15%,RENT,2000,685,16,1625
46604,1200,7.90%,36 months,6.92%,RENT,1300,710,8,1775
96371,12000,17.27%,36 months,20.07%,RENT,5416.67,660,7,3747
34831,5000,16.29%,36 months,9.79%,OWN,1733.33,665,11,4366
54689,21700,7.90%,36 months,5.43%,MORTGAGE,15000,780,5,128707
73287,21850,16.29%,60 months,32.13%,MORTGAGE,4628,715,17,32103
10206,12000,11.36%,36 months,14.57%,MORTGAGE,5833.33,705,7,2701
95580,7000,18.49%,36 months,16.15%,MORTGAGE,4166.67,675,7,4167
101205,32000,23.76%,60 months,8.14%,MORTGAGE,16666.67,700,5,50330
35682,13000,14.27%,60 months,18.08%,RENT,3302,720,5,15076
43071,12000,12.42%,36 months,13.99%,MORTGAGE,2916.67,680,10,13576
41739,25475,19.03%,60 months,21.98%,RENT,5000.67,680,17,24081
72931,10000,11.14%,36 months,25.80%,RENT,2833.33,700,8,6521
45317,5000,12.12%,36 months,24.74%,MORTGAGE,8416.67,695,20,58836
12277,10000,7.51%,36 months,18.72%,MORTGAGE,4300,760,15,24413
79495,4000,14.33%,36 months,25.86%,MORTGAGE,3333.33,675,12,19443
11875,8000,10.38%,36 months,1.82%,RENT,2800,720,5,2186
33968,35000,10.65%,36 months,8.96%,MORTGAGE,18750,735,13,18528
735,9000,11.03%,36 months,12.72%,MORTGAGE,5666.67,685,22,36164
43702,9000,6.03%,36 months,5.87%,MORTGAGE,8333.33,775,9,1717
99006,24000,17.27%,60 months,20.55%,OWN,6250,675,10,17780
84307,18000,13.11%,60 months,17%,RENT,7083.33,750,8,2234
21504,4000,13.80%,60 months,13.26%,OWN,3500,695,5,8518
96798,15000,6.62%,36 months,3.23%,MORTGAGE,6250,755,8,13131
83586,6075,17.27%,36 months,20.25%,OWN,2666.67,660,15,7515
30986,13800,17.49%,60 months,1.68%,RENT,4166.67,710,3,2766
37090,10000,18.64%,60 months,12.19%,RENT,6800,700,24,8311
103512,8000,10.99%,36 months,13.40%,MORTGAGE,7000,735,3,175087
57472,15000,17.27%,36 months,33.30%,RENT,3000,670,20,15092
90568,4800,6.62%,36 months,10.42%,MORTGAGE,7291.67,815,14,0
17240,24250,12.23%,60 months,23.79%,MORTGAGE,5833.33,730,6,31061
15315,7000,6.91%,36 months,21.23%,RENT,3000,715,12,10784
60875,10500,12.12%,36 months,5.42%,RENT,5000,700,4,502
74855,25000,21.49%,60 months,23.79%,MORTGAGE,5666.67,690,8,27699
61143,21000,14.33%,60 months,6.16%,MORTGAGE,8333.33,715,10,22196
103140,14400,14.26%,36 months,24.41%,MORTGAGE,5833.33,685,9,25515
49664,9600,10.74%,36 months,8.62%,RENT,3458.33,720,4,8915
17864,12000,8.88%,60 months,19.38%,MORTGAGE,4000,795,7,143151
14831,10000,11.86%,36 months,11.15%,OWN,13333,705,12,36672
35303,4000,14.65%,36 months,22.38%,RENT,4000,665,10,18833
94468,20000,21.49%,36 months,19.10%,RENT,6000,665,7,21202
100313,31300,22.95%,60 months,34.06%,OWN,5833.33,665,11,25344
74445,6900,7.90%,36 months,14.18%,OWN,2750,710,14,4087
23377,30000,17.88%,60 months,24.36%,RENT,5632.33,690,10,24217
32593,2000,12.42%,36 months,1.99%,RENT,2518.75,675,5,985
41282,12000,7.90%,36 months,13.18%,OWN,5833.33,725,8,9866
22718,3300,10.37%,36 months,5.47%,RENT,3125,690,8,2623
86599,25000,14.33%,36 months,14.92%,MORTGAGE,10000,695,16,46708
10917,6000,10.38%,36 months,6.61%,RENT,2300,720,5,4006
101429,3250,21.00%,36 months,31.84%,RENT,2858.33,690,5,17662
16221,16500,12.23%,60 months,6.41%,MORTGAGE,5833.33,715,8,30455
79704,31000,21.00%,60 months,11.48%,RENT,5833.33,705,12,27120
94981,4000,14.33%,36 months,2.95%,MORTGAGE,2916.67,750,2,2476
30378,6000,17.49%,36 months,1.58%,RENT,4416.67,665,3,2426
101294,7500,6.62%,36 months,13.13%,MORTGAGE,9583.33,710,20,22464
30341,12000,8.49%,36 months,8.36%,RENT,4500,745,12,8422
99706,20000,18.49%,36 months,21.80%,RENT,6666.67,685,20,22990
80944,24000,22.47%,60 months,30.97%,MORTGAGE,10104.17,675,14,37686
54289,7500,19.99%,36 months,19.06%,RENT,3348,660,8,5322
101647,6250,17.54%,36 months,19.85%,RENT,2916.67,655,17,17659
21203,5000,6.92%,36 months,10.59%,MORTGAGE,7083.33,755,9,0
18933,10000,10.74%,36 months,22.74%,MORTGAGE,5416.67,710,4,20143
17315,12000,6.91%,36 months,17.92%,RENT,5200,710,16,8182
2987,7000,9.32%,36 months,8.34%,RENT,5000,745,6,3337
28478,4000,7.49%,36 months,0.52%,RENT,5416.67,755,4,929
66430,7800,13.11%,36 months,15.56%,MORTGAGE,5000,680,8,12889
40357,15000,15.27%,36 months,15.58%,RENT,6666.67,680,11,23226
68833,14125,18.49%,36 months,8.10%,RENT,3000,670,6,8992
23553,8000,5.42%,36 months,4.47%,OWN,3936,780,7,5235
29165,4325,7.49%,36 months,5.47%,MORTGAGE,3691.67,715,9,5074
40616,15000,13.49%,36 months,9.73%,RENT,3000,705,9,7005
63687,12000,10.16%,36 months,28.01%,RENT,2916.67,710,8,6913
41195,6575,8.90%,36 months,4.39%,MORTGAGE,7500,710,5,6670
78765,9000,10.16%,36 months,13.76%,RENT,5166.67,710,10,6490
15631,4500,8.88%,36 months,7.07%,MORTGAGE,5250,710,10,9356
9367,20000,10.25%,36 months,13.38%,MORTGAGE,10000,750,14,25668
9658,1950,13.11%,36 months,15.08%,RENT,2600,680,6,4100
41411,35000,16.29%,36 months,17.17%,MORTGAGE,39583.33,705,14,55965
92344,8000,14.09%,36 months,16.22%,RENT,4166.67,675,12,16838
25040,15000,10.59%,36 months,7.55%,RENT,8750,740,6,6056
20709,5650,7.66%,36 months,16.49%,MORTGAGE,5100,700,6,9863
89473,6800,15.80%,36 months,15.43%,RENT,2708.33,680,5,2964
97353,3000,19.05%,36 months,28.74%,MORTGAGE,7116.25,660,7,7416
76770,5675,11.14%,36 months,29.40%,RENT,2333.33,705,6,9687
11185,12000,17.93%,60 months,0.72%,MORTGAGE,6500,670,4,1549
91147,11100,15.31%,36 months,12.03%,MORTGAGE,2666.67,680,12,8990
77149,16000,19.05%,60 months,17.82%,RENT,6666.67,690,16,11232
29794,4800,10.59%,36 months,20.21%,RENT,2666.67,710,5,3831
68987,6200,15.31%,36 months,20.52%,RENT,1940,665,5,16850
68857,6000,10.16%,36 months,15.88%,OWN,5166.67,710,13,8862
17655,2250,10.36%,36 months,17.97%,OWN,5833.33,680,12,14637
11779,24000,13.61%,60 months,10.77%,MORTGAGE,7750,715,11,2594
60117,10000,12.12%,36 months,5.84%,RENT,4333.33,695,6,4665
101061,10000,14.09%,36 months,17.15%,MORTGAGE,10416.67,670,12,12492
95951,12000,13.11%,36 months,6.10%,MORTGAGE,4833.33,665,9,12025
99334,12000,13.11%,36 months,18.32%,RENT,3916.67,690,14,12134
3079,20800,12.21%,36 months,16.94%,MORTGAGE,5833.33,750,11,14337
33181,8000,12.69%,36 months,17.10%,MORTGAGE,7083,695,11,9345
77578,10000,10.16%,36 months,11.98%,RENT,4166.67,705,9,10979
34744,6000,14.27%,36 months,7.64%,MORTGAGE,5184.75,675,8,14422
81395,4500,12.12%,36 months,14.32%,RENT,1250,675,8,6265
27061,3600,7.49%,36 months,15.72%,RENT,2500,740,8,650
70210,11200,15.80%,36 months,12.15%,RENT,2666.67,675,9,5666
10441,4000,11.49%,36 months,13.98%,MORTGAGE,4700,695,7,19310
24517,6000,13.49%,60 months,14.34%,RENT,3458,690,6,2072
76286,17000,13.11%,36 months,15.33%,MORTGAGE,10666.67,720,18,26539
94792,8000,13.11%,36 months,6.74%,MORTGAGE,4583.33,665,13,9085
4921,2800,7.40%,36 months,7.96%,MORTGAGE,4158,805,12,562
56382,12375,6.03%,36 months,19.24%,MORTGAGE,6750,790,11,8135
96461,18825,17.27%,60 months,33.15%,MORTGAGE,3583.33,690,12,13426
82091,9600,11.14%,36 months,23.62%,MORTGAGE,4389.92,715,10,2195
72589,14400,13.11%,36 months,10.75%,RENT,5000,680,13,19772
14073,6000,17.56%,60 months,14.88%,OWN,4416.67,660,9,28349
48356,9000,6.03%,36 months,9.29%,MORTGAGE,14166.67,770,13,40909
14728,20000,11.86%,60 months,15.94%,RENT,4166.67,735,11,3202
20698,15000,13.06%,36 months,22.69%,MORTGAGE,3750,685,12,21016
94912,20000,11.14%,60 months,23.27%,MORTGAGE,9166.67,735,24,53494
25018,13750,19.69%,60 months,22.01%,MORTGAGE,2916.67,665,7,4690
103622,6000,17.19%,60 months,17.80%,MORTGAGE,13625,675,10,26688
49201,20000,7.90%,36 months,10.32%,MORTGAGE,10400,735,14,15626
25680,12800,11.49%,60 months,20.04%,MORTGAGE,3333.33,720,13,24723
71671,6000,6.03%,36 months,7.77%,MORTGAGE,3666.67,780,19,6275
39314,12000,7.51%,36 months,13.30%,RENT,7166.67,735,16,13715
96016,12500,13.11%,36 months,27.76%,RENT,3416.67,690,12,14174
37380,5000,17.58%,36 months,5.33%,RENT,1800,665,2,1749
72539,4950,14.33%,36 months,8.95%,OWN,2916.67,675,11,7931
63746,30000,13.11%,60 months,16.32%,RENT,20416.67,755,6,0
90871,10000,12.12%,36 months,13.81%,MORTGAGE,6083.33,670,13,19263
46022,6000,14.65%,36 months,11.89%,MORTGAGE,14333.33,670,11,31640
46841,24000,7.90%,36 months,20.87%,MORTGAGE,10166.67,750,15,29523
20801,14000,10.00%,60 months,10.40%,MORTGAGE,11333.33,745,6,27477
24542,6000,7.49%,36 months,19.33%,RENT,2100,715,8,2376
76320,22400,13.11%,36 months,16.08%,RENT,7375,690,8,9673
43622,8000,7.90%,36 months,0%,RENT,7300,795,2,0
63810,24575,20.49%,36 months,19.28%,MORTGAGE,5166.67,665,8,23157
104166,8000,14.83%,60 months,6.29%,MORTGAGE,4833.33,675,8,9676
93723,10000,14.33%,36 months,12.69%,MORTGAGE,7916.67,670,11,8271
38826,29000,10.65%,60 months,3.90%,MORTGAGE,15000,745,12,55964
61123,5400,6.03%,36 months,4.16%,OWN,2333.33,805,9,4224
75477,12375,6.62%,36 months,31%,MORTGAGE,3500,735,16,14037
54656,30000,16.29%,60 months,21.20%,MORTGAGE,6666.67,720,14,32854
34996,5000,6.03%,36 months,2.92%,RENT,3033,770,7,3663
38741,6200,18.64%,60 months,10.61%,MORTGAGE,4250,670,9,5936
29942,7000,7.49%,36 months,7.26%,OWN,6280,750,14,353
73179,29175,21.00%,60 months,8.83%,RENT,12500,695,9,15308
29754,35000,17.49%,60 months,6.01%,MORTGAGE,16133.33,725,11,32222
24598,6000,16.89%,60 months,9.04%,RENT,2400,680,7,7261
40139,35000,12.42%,60 months,12.79%,MORTGAGE,12083.33,730,15,18385
3201,16400,13.79%,36 months,17.43%,MORTGAGE,6074.17,680,14,23831
28230,8450,13.49%,60 months,12.73%,MORTGAGE,1375,775,2,0
51424,18000,17.99%,36 months,20.18%,RENT,6916.67,665,15,23786
28451,12375,13.49%,36 months,24.95%,MORTGAGE,4416.67,675,7,32725
30070,10000,5.42%,36 months,1.69%,MORTGAGE,8000,795,6,8974
87108,2000,14.09%,36 months,28.46%,MORTGAGE,3513.33,680,18,23635
98762,12000,21.98%,60 months,12.94%,MORTGAGE,2866.5,665,5,9626
60055,5000,7.62%,36 months,16.32%,RENT,3750,740,6,1703
34591,12000,6.03%,36 months,2.55%,MORTGAGE,3416.67,785,6,3732
57677,6000,13.99%,36 months,12.98%,MORTGAGE,10000,665,9,8230
24590,13000,9.99%,60 months,8.77%,MORTGAGE,10500,800,8,6810
96693,4750,17.27%,36 months,18.33%,MORTGAGE,3583.33,755,11,2964
71481,10000,18.49%,36 months,13.37%,MORTGAGE,11250,665,13,16740
80956,1000,15.31%,36 months,24.65%,OWN,3176,675,6,10982
92077,9600,16.29%,36 months,26.50%,RENT,5166.67,670,14,5639
72346,3625,14.09%,36 months,11.32%,MORTGAGE,3895,665,9,12251
96897,10000,13.11%,36 months,8.11%,OWN,3500,685,11,11401
34644,19425,12.42%,60 months,18.45%,MORTGAGE,3225.23,745,10,6782
56674,8400,13.67%,36 months,17%,RENT,4583.33,695,14,20318
24980,10000,13.99%,36 months,18.14%,RENT,4166.67,680,9,10545
13069,6000,13.23%,36 months,22.47%,MORTGAGE,9367,685,13,33815
70800,10000,14.33%,36 months,25.01%,RENT,4666.67,670,9,19479
54229,6000,12.12%,36 months,16.39%,RENT,1312.08,675,7,12475
89139,16000,15.31%,60 months,15.74%,RENT,11250,675,10,15550
91401,22000,17.27%,36 months,18.02%,MORTGAGE,8666.67,660,12,9317
15083,25000,21.27%,36 months,8.33%,MORTGAGE,12500,670,3,26057
84592,13200,19.72%,36 months,9.07%,MORTGAGE,5083.33,665,5,10771
16548,24000,9.99%,60 months,8.08%,MORTGAGE,8083.33,765,9,13559
3591,12250,15.05%,36 months,23.80%,MORTGAGE,7416.67,660,13,19136
91669,21000,11.14%,60 months,16.18%,MORTGAGE,7083.33,705,8,22298
66349,9000,14.33%,36 months,15.36%,MORTGAGE,7083.33,685,19,11077
59388,5000,11.14%,36 months,18.30%,RENT,4665.83,690,21,4677
44394,35000,8.90%,36 months,17.90%,OWN,8750,775,8,31600
91394,12000,7.90%,36 months,12.78%,RENT,10000,705,9,23474
40061,10000,13.49%,36 months,22.08%,RENT,6000,680,8,11088
9216,10750,13.11%,36 months,14.02%,MORTGAGE,4416.67,685,6,11525
17731,4000,14.83%,36 months,22.09%,RENT,5600,680,8,7900
84394,10450,13.11%,36 months,21.33%,RENT,2658.83,705,10,13371
74496,3000,8.90%,36 months,16.80%,MORTGAGE,4166.67,725,4,8082
78960,11000,12.12%,36 months,5.83%,MORTGAGE,4583.33,695,11,12361
76662,7500,13.11%,36 months,8.04%,RENT,2796.8,690,4,4788
11174,7350,11.12%,36 months,20.15%,MORTGAGE,4000,710,17,33178
44650,10000,10.74%,36 months,10.42%,RENT,5000,720,6,5510
44434,8000,17.27%,36 months,12.20%,RENT,1750,665,9,5828
78935,33600,23.83%,60 months,19.11%,RENT,7666.67,660,18,12337
36760,12000,15.27%,60 months,16.85%,RENT,4333.33,700,15,17997
28305,5000,17.49%,60 months,16.71%,RENT,2400,670,6,2023
83591,10000,11.14%,36 months,11.64%,MORTGAGE,12083.33,715,14,38378
84575,2075,10.16%,36 months,22%,RENT,2250,700,5,7195
103448,16000,16.82%,36 months,20.30%,MORTGAGE,6250,665,18,30772
60833,6000,12.12%,36 months,30.82%,MORTGAGE,4166.67,695,8,13250
55999,8600,13.99%,36 months,9.09%,RENT,4500,680,6,11183
80302,16800,7.90%,60 months,3.34%,MORTGAGE,10666.67,815,7,4757
44003,7200,7.51%,36 months,4.43%,RENT,3000,755,6,75
72532,9000,13.11%,36 months,24.88%,MORTGAGE,5000,700,12,4621
6211,10000,12.87%,36 months,21.28%,MORTGAGE,8333.33,715,24,9470
77113,11350,14.09%,36 months,27.41%,RENT,2783.33,675,14,11031
71064,6000,17.27%,60 months,11.20%,MORTGAGE,8750,685,5,10980
62035,4000,12.12%,36 months,18.44%,RENT,2250,680,7,1955
46097,6400,10.74%,36 months,19.23%,RENT,3833.33,690,13,10451
50231,3000,18.25%,36 months,23.18%,MORTGAGE,4820,660,23,7949
15543,1125,5.79%,36 months,17.68%,OWN,3083.33,750,8,3935
47985,28000,13.11%,60 months,0%,RENT,4806,795,6,0
90988,6000,8.90%,36 months,24.57%,RENT,6666.67,685,22,6462
84341,5000,6.03%,36 months,6.11%,MORTGAGE,5416.67,795,13,4956
39507,20000,20.30%,60 months,20.91%,OWN,4916.67,665,16,32137
31960,9200,7.49%,36 months,21.52%,RENT,2416.67,730,10,21323
84317,35000,13.11%,60 months,12.02%,MORTGAGE,20833.33,740,13,40765
77987,18000,20.49%,60 months,29.25%,RENT,3750,675,18,8165
29223,8250,7.49%,36 months,24.19%,RENT,2100,720,7,9469
26120,1200,7.49%,36 months,17.88%,OWN,1666.67,710,10,9154
20433,10000,9.63%,36 months,17.96%,RENT,7500,705,8,52045
92965,35000,17.27%,60 months,15.30%,MORTGAGE,9000,700,8,41226
71638,18000,15.31%,36 months,15.56%,MORTGAGE,6666.67,690,10,21174
29100,20000,18.39%,60 months,15.61%,MORTGAGE,7000,705,6,20642
68581,5500,11.14%,36 months,32.16%,OWN,1666.67,690,7,8826
97449,35000,22.47%,60 months,18.95%,OWN,9583.33,660,9,14184
78139,35000,21.98%,60 months,14.68%,RENT,9166.67,695,12,37424
74944,20950,21.49%,60 months,27.56%,MORTGAGE,4500,675,15,24210
19701,1500,9.63%,36 months,16.98%,MORTGAGE,7725,695,14,30626
52814,12000,19.99%,36 months,15.16%,RENT,4458.33,660,8,13935
66454,10000,14.33%,36 months,13%,MORTGAGE,3625,690,10,8464
60768,9750,18.49%,36 months,11.59%,OWN,2666.67,660,7,8172
29410,5600,7.49%,36 months,24.74%,RENT,2583,740,6,2454
44334,11200,13.11%,60 months,11.73%,MORTGAGE,3333.33,720,8,8747
20640,4000,13.43%,36 months,7.60%,RENT,1750,670,7,7178
45821,7000,8.90%,36 months,15.79%,MORTGAGE,4700,700,12,7012
91412,18000,6.03%,36 months,10.75%,MORTGAGE,7916.67,735,13,14007
17850,5000,12.61%,36 months,13.40%,RENT,2000,695,9,1753
15285,10000,9.25%,36 months,5.60%,RENT,4000,705,7,8528
26894,9800,19.69%,60 months,14.89%,MORTGAGE,5340.25,665,8,5350
98259,20000,12.12%,36 months,19.82%,MORTGAGE,6750,685,14,21637
102079,5100,18.29%,36 months,25.67%,RENT,3000,640,14,5004
60684,8875,11.14%,36 months,31.70%,RENT,2160,700,19,17422
27607,4400,5.99%,36 months,17.93%,OWN,4000,765,6,9945
38688,35000,11.71%,60 months,8.07%,MORTGAGE,7500,745,6,5660
72991,3000,18.49%,36 months,16.07%,OWN,2916.67,660,9,6403
36061,4800,12.42%,36 months,5.31%,RENT,3500,690,8,5093
40081,5375,11.71%,36 months,28.75%,MORTGAGE,2166.67,720,5,15475
30824,14000,11.99%,60 months,19.52%,MORTGAGE,6333.33,705,12,32213
14118,19800,13.23%,36 months,20.09%,MORTGAGE,6666.67,730,8,31220
57483,13025,13.11%,36 months,7.75%,MORTGAGE,4333.33,675,6,13029
74764,18000,18.49%,36 months,20.56%,RENT,9333.33,675,12,37526
1670,2500,7.68%,36 months,17.59%,MORTGAGE,3666.67,785,6,406
15094,5000,7.14%,36 months,11.40%,OWN,4166.67,755,6,16666
63651,4500,11.14%,36 months,9.73%,RENT,2916.67,685,13,4265
72750,15000,8.90%,36 months,8.56%,RENT,7500,740,8,8343
85468,35000,20.49%,60 months,11.84%,MORTGAGE,18750,715,14,41707
31815,4500,8.49%,36 months,2.54%,RENT,2166.67,795,2,527
75818,4500,17.27%,36 months,16.59%,RENT,4666.67,675,24,893
14231,1450,7.51%,36 months,22.20%,RENT,833.33,740,9,709
4537,6000,14.96%,36 months,11.55%,RENT,7083.33,760,7,5341
16023,4500,6.54%,36 months,15.82%,MORTGAGE,3250,725,16,6049
36134,14000,6.62%,36 months,20.18%,RENT,4583.33,750,15,15890
87110,15000,6.03%,36 months,8.72%,MORTGAGE,12000,800,17,13151
28467,22000,10.99%,60 months,15.83%,MORTGAGE,5243.75,760,18,14115
928,10000,11.03%,36 months,11.03%,MORTGAGE,6666.67,695,8,43712
84897,35000,20.49%,36 months,20.82%,MORTGAGE,12333.33,700,23,36870
63224,10000,20.49%,36 months,18.75%,RENT,5250,685,25,3802
103951,6000,13.98%,60 months,24.29%,RENT,2400,695,11,6069
72766,10000,15.80%,36 months,13.10%,MORTGAGE,4458.33,675,7,6413
4843,10000,8.94%,36 months,13.73%,RENT,3125,785,5,417
101907,12000,13.30%,36 months,12.77%,RENT,3000,660,15,8480
40756,9600,14.65%,36 months,2.21%,RENT,5833.33,675,7,5879
27030,17800,22.11%,60 months,5.86%,RENT,7000,660,9,6708
69983,2000,7.62%,36 months,24.69%,MORTGAGE,4333.33,765,10,2792
100440,18825,21.00%,60 months,19.22%,RENT,4583.33,680,8,17292
21657,3000,13.06%,36 months,12.06%,RENT,2571.42,705,2,0
78336,2000,13.11%,36 months,19.13%,RENT,2916.67,670,7,4376
83749,9000,17.77%,36 months,13.72%,RENT,4583.33,670,14,21175
96051,5750,13.11%,36 months,24.24%,RENT,1675,705,18,8035
55598,21725,19.22%,60 months,22.48%,OWN,3629.58,675,7,19685
92347,20000,7.90%,36 months,33.28%,RENT,8666.67,725,9,33067
34650,15350,13.49%,60 months,28.63%,MORTGAGE,3200,730,6,9946
63101,8400,14.33%,36 months,11.61%,RENT,3333.33,670,11,2060
29797,4500,7.49%,36 months,27.63%,RENT,2700,720,13,9341
58924,9950,15.31%,36 months,7.84%,RENT,2833.33,675,7,4904
42772,15000,7.90%,36 months,20.75%,MORTGAGE,2583.33,725,10,9608
8626,10000,10.99%,36 months,19.23%,MORTGAGE,9150,705,16,43256
20234,12000,18.25%,60 months,12.11%,RENT,5600,660,7,2409
1677,8000,12.21%,36 months,13.29%,MORTGAGE,12500,695,10,93265
35161,3000,6.03%,36 months,11.03%,MORTGAGE,7500,765,13,10585
64339,15000,14.33%,36 months,27.25%,MORTGAGE,7500,680,13,27872
100635,12700,17.77%,36 months,23.94%,MORTGAGE,3333.33,685,14,9655
23566,16000,11.11%,60 months,9.90%,RENT,2958.33,765,6,8943
60832,7200,7.90%,36 months,21.74%,RENT,4300,710,7,33189
29595,30000,20.25%,60 months,10.46%,MORTGAGE,12500,695,10,43491
48620,20125,14.65%,36 months,17.88%,MORTGAGE,10353.33,695,11,23698
40753,12000,15.27%,36 months,16.46%,OWN,2516.67,670,9,2174
9820,5000,10.62%,60 months,11.23%,MORTGAGE,5200,745,6,1941
7606,8000,11.36%,36 months,5.27%,MORTGAGE,13389.15,705,6,7351
32191,3600,6.62%,36 months,9.35%,RENT,2000,735,17,1710
3414,8800,9.63%,36 months,4.89%,MORTGAGE,5479,755,5,6055
51742,18000,19.22%,60 months,21.36%,RENT,6867.92,690,13,19446
98167,20000,23.76%,60 months,18.75%,MORTGAGE,6266.67,660,25,10784
31654,4350,5.99%,36 months,3.12%,OWN,2600,780,5,866
26652,12000,10.99%,60 months,4.04%,MORTGAGE,3416.67,735,10,6935
54076,5400,13.67%,36 months,15.42%,RENT,1666.67,680,6,2533
19695,12000,12.68%,60 months,22.72%,RENT,5000,700,19,9002
62644,12000,17.77%,36 months,24.48%,OWN,3333.33,665,12,16984
53454,6700,7.90%,36 months,22.19%,RENT,2708.33,705,10,6627
40692,3750,11.71%,36 months,16.98%,RENT,1650,675,6,8101
55177,8000,13.67%,36 months,23.50%,RENT,2791.67,685,5,27151
24187,4500,11.49%,36 months,9.26%,RENT,3500,695,5,7247
20979,6000,17.14%,60 months,6.60%,MORTGAGE,2500,660,5,5087
81254,19400,23.28%,60 months,9.30%,MORTGAGE,6000,660,5,28921
13413,25000,17.93%,60 months,19.94%,RENT,5416.67,690,13,24810
34871,8800,14.27%,36 months,9.57%,RENT,3833.33,695,4,8130
44681,4800,13.99%,36 months,7.39%,RENT,5833.33,680,9,170
73773,5175,17.77%,36 months,22.93%,RENT,1500,660,9,8577
12248,10000,10.75%,60 months,4.05%,MORTGAGE,8750,795,7,0
83704,12000,11.14%,36 months,7.85%,RENT,6666.67,720,11,4428
43610,5000,7.51%,36 months,11.40%,RENT,1666.67,750,4,7968
43017,33600,17.27%,60 months,15.08%,RENT,5416.67,730,5,20514
80198,10000,13.11%,36 months,29.13%,MORTGAGE,8750,700,13,11125
91989,12000,16.29%,36 months,14.29%,MORTGAGE,8541.67,695,5,5890
87119,4000,14.33%,36 months,22.74%,RENT,1666.67,665,7,278
66132,20000,15.80%,36 months,13.13%,RENT,5000,690,10,17981
73203,12000,14.09%,36 months,19.49%,RENT,6166.67,675,13,6499
76842,17500,21.00%,60 months,1.78%,RENT,4166.67,685,7,3377
41741,10000,11.71%,36 months,21.18%,OWN,3333.33,690,8,7579
8127,3000,14.22%,36 months,10.05%,RENT,9166.67,665,15,22698
4750,5600,8.59%,36 months,8.34%,MORTGAGE,3250,735,9,2639
93711,10000,15.80%,36 months,13.32%,RENT,5000,670,16,11286
28368,5000,8.49%,36 months,22.53%,MORTGAGE,3000,720,9,3388
66425,16000,21.49%,60 months,25.76%,MORTGAGE,5000,670,14,10881
13652,4800,10.75%,36 months,22.63%,RENT,1750,710,6,11234
66166,24925,18.75%,60 months,8.51%,MORTGAGE,5250,710,7,15288
73128,4825,12.12%,36 months,4.76%,MORTGAGE,5416.67,680,8,6883
42032,18750,18.25%,60 months,12.54%,MORTGAGE,4833.33,675,13,11232
101034,5000,15.31%,36 months,20.54%,MORTGAGE,4166.67,675,18,12929
102595,7500,13.17%,36 months,1.03%,MORTGAGE,8750,675,3,3607
12429,10000,16.82%,60 months,12.54%,RENT,4417,680,9,6630
36084,5300,7.90%,36 months,9.67%,RENT,1945,760,3,5360
3219,5000,9.63%,36 months,11.81%,MORTGAGE,9166.67,730,16,23658
15120,25000,13.23%,60 months,20.11%,MORTGAGE,6666.67,735,11,33084
